,subject,date,NM,eid,fiber,region,nph_file,nph_bnc,comment,photometry_path_a,photometry_path_b,digital_inputs_path,alyx_exists,taskData_exists,taskData_alfpath,n_timestamps_nph,n_timestamps_bpod,drift_ppm,timestamps_diff
816,ZFM-06272,2023-07-21,NE,9a0500ac-eada-463b-8481-125d470f9279,probe28,Region5G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06272/2023-07-21/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-21/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,496,495,3.558319842,-1
817,ZFM-05235,2023-07-24,5HT,8a328917-6ce3-4a8e-8d97-a21456187702,probe20,Region3G,4,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05235/2023-07-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-24/bonsai_DI14.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,803,802,-4.087455442,-1
818,ZFM-05248,2023-07-24,5HT,385d2bc7-02e6-4d65-b20a-68ea9bd85e7c,probe23,Region3G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05248/2023-07-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-24/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,690,689,-20.85359047,-1
819,ZFM-06171,2023-07-24,NE,e0959e04-920a-4484-bef2-ade756454080,probe29,Region3G,1,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06171/2023-07-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-24/bonsai_DI01.csv,TRUE,TRUE,raw_task_data_00/_iblrig_taskData.raw.jsonable,690,290,-19.6296082,-400
820,ZFM-06275,2023-07-24,NE,f7b15251-171d-4815-a09d-03e7df86238b,probe30,Region3G,2,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-07-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-24/bonsai_DI02.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,247,246,-6.663343149,-1
821,ZFM-06275,2023-07-24,NE,f7b15251-171d-4815-a09d-03e7df86238b,probe31,Region4G,2,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-07-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-24/bonsai_DI02.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,247,246,-6.663343149,-1
822,ZFM-06305,2023-07-24,ACh,cb7d4951-a7fc-46d1-9e78-6a43d5a576e4,probe32,Region4G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-07-24/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-24/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,330,329,-6.947202698,-1
823,ZFM-06305,2023-07-24,ACh,cb7d4951-a7fc-46d1-9e78-6a43d5a576e4,probe33,Region5G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-07-24/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-24/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,330,329,-6.947202698,-1
824,ZFM-05248,2023-07-25,5HT,9c86d1db-cb3f-4bfe-bdd4-450c25b1b779,probe23,Region3G,2,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05248/2023-07-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-25/bonsai_DI12.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1160,1159,-10.45092546,-1
825,ZFM-06271,2023-07-25,NE,d7a52ed0-26c8-4143-bd41-9238c89f36d1,probe26,Region3G,3,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06271/2023-07-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-25/bonsai_DI03.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,452,451,-13.01287153,-1
826,ZFM-06275,2023-07-25,NE,2aea6071-0e98-49a2-9b2a-ddd872af28c0,probe30,Region3G,1,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-07-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-25/bonsai_DI01.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,188,187,-14.17951001,-1
827,ZFM-06275,2023-07-25,NE,2aea6071-0e98-49a2-9b2a-ddd872af28c0,probe31,Region4G,1,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-07-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-25/bonsai_DI01.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,188,187,-14.17951001,-1
828,ZFM-06305,2023-07-25,ACh,8b9f9da7-0310-4181-963f-d917db08549e,probe32,Region4G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-07-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-25/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,423,422,-3.963925503,-1
829,ZFM-06305,2023-07-25,ACh,8b9f9da7-0310-4181-963f-d917db08549e,probe33,Region5G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-07-25/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-07-25/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,423,422,-3.963925503,-1
830,ZFM-06268,2023-08-14,NE,a42724f8-dcce-4995-bc18-5c4b6223795e,probe25,Region5G,3,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06268/2023-08-14/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-14/bonsai_DI03.csv,TRUE,TRUE,raw_task_data_00/_iblrig_taskData.raw.jsonable,413,156,-20.58848592,-257
831,ZFM-06272,2023-08-14,NE,121f90b8-5f45-4652-83b1-ccb5948f211e,probe27,Region3G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06272/2023-08-14/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-14/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,116,115,-36.39535621,-1
832,ZFM-06272,2023-08-14,NE,121f90b8-5f45-4652-83b1-ccb5948f211e,probe28,Region4G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06272/2023-08-14/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-14/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,116,115,-36.39535621,-1
833,ZFM-05248,2023-08-15,5HT,b46d38e4-cba5-4d2f-b975-93542a452317,probe23,Region3G,4,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05248/2023-08-15/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-15/bonsai_DI14.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,494,493,-10.24700652,-1
834,ZFM-06171,2023-08-15,NE,71d65658-a483-4dba-ae00-c4b037521ee3,probe29,Region3G,3,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06171/2023-08-15/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-15/bonsai_DI03.csv,TRUE,TRUE,raw_task_data_00/_iblrig_taskData.raw.jsonable,364,145,-22.3315931,-219
835,ZFM-06268,2023-08-15,NE,52370a2b-4895-4c90-ac2e-a392f20a9a97,probe25,Region3G,2,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06268/2023-08-15/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-15/bonsai_DI02.csv,TRUE,TRUE,raw_task_data_00/_iblrig_taskData.raw.jsonable,795,299,-20.39599728,-496
836,ZFM-06271,2023-08-15,NE,eba018ce-ff43-439f-9584-e5353d7d1f52,probe26,Region3G,1,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06271/2023-08-15/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-15/bonsai_DI01.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,375,374,1.405247679,-1
837,ZFM-06272,2023-08-15,NE,a2306ee2-d845-4b73-abf0-cf1faf35be7d,probe27,Region4G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06272/2023-08-15/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-15/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,332,331,2.101658942,-1
838,ZFM-06272,2023-08-15,NE,a2306ee2-d845-4b73-abf0-cf1faf35be7d,probe28,Region5G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06272/2023-08-15/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-15/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,332,331,2.101658942,-1
839,ZFM-06275,2023-08-15,NE,e5559ea6-fef3-4e68-8b01-545e960b3f59,probe30,Region4G,2,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-08-15/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-15/bonsai_DI12.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,250,249,25.59212946,-1
840,ZFM-06275,2023-08-15,NE,e5559ea6-fef3-4e68-8b01-545e960b3f59,probe31,Region5G,2,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-08-15/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-15/bonsai_DI12.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,250,249,25.59212946,-1
841,ZFM-06305,2023-08-15,ACh,f652f72e-1f84-46e4-b417-dc3ff166b392,probe32,Region4G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-08-15/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-15/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,193,192,11.27350653,-1
842,ZFM-06305,2023-08-15,ACh,f652f72e-1f84-46e4-b417-dc3ff166b392,probe33,Region5G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-08-15/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-15/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,193,192,11.27350653,-1
843,ZFM-05248,2023-08-16,5HT,f416af34-121d-419c-8d27-4e95f8648012,probe23,Region3G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05248/2023-08-16/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-16/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,675,674,-5.16071194,-1
844,ZFM-06171,2023-08-16,NE,dbe48fe3-3962-4753-92b0-2366e2667e47,probe29,Region3G,4,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06171/2023-08-16/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-16/bonsai_DI04.csv,TRUE,TRUE,raw_task_data_00/_iblrig_taskData.raw.jsonable,263,102,-20.44620051,-161
845,ZFM-06268,2023-08-16,NE,12a47690-a4f9-419f-8ca3-d722542b9bb0,probe25,Region3G,3,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06268/2023-08-16/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-16/bonsai_DI03.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,357,357,-5.733707956,0
846,ZFM-06271,2023-08-16,NE,72c11658-a04e-47d3-aa62-9986be55e075,probe26,Region3G,2,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06271/2023-08-16/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-16/bonsai_DI02.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,383,382,10.90027508,-1
847,ZFM-06272,2023-08-16,NE,fce39ff5-4db1-4a1b-8cd6-265e5b1474ab,probe27,Region4G,2,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06272/2023-08-16/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-16/bonsai_DI12.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,159,159,-2.232022183,0
848,ZFM-06272,2023-08-16,NE,fce39ff5-4db1-4a1b-8cd6-265e5b1474ab,probe28,Region5G,2,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06272/2023-08-16/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-16/bonsai_DI12.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,159,159,-2.232022183,0
849,ZFM-06275,2023-08-16,NE,6ab97659-457d-4dd3-9d4e-da2637490d34,probe30,Region4G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-08-16/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-16/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,182,182,-16.53614712,0
850,ZFM-06275,2023-08-16,NE,6ab97659-457d-4dd3-9d4e-da2637490d34,probe31,Region5G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-08-16/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-16/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,182,182,-16.53614712,0
851,ZFM-06305,2023-08-16,ACh,238e79e5-40b2-407a-9013-c85ed24fcd5f,probe32,Region4G,4,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-08-16/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-16/bonsai_DI14.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,380,380,3.726746205,0
852,ZFM-06305,2023-08-16,ACh,238e79e5-40b2-407a-9013-c85ed24fcd5f,probe33,Region5G,4,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-08-16/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-16/bonsai_DI14.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,380,380,3.726746205,0
853,ZFM-05248,2023-08-17,5HT,24415d91-8a3a-440b-beee-2d4388a4b908,probe23,Region4G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05248/2023-08-17/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-17/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,770,769,-5.535258699,-1
854,ZFM-06171,2023-08-17,NE,39fc8421-a6e4-4bb0-b987-e50d52ff4061,probe29,Region4G,4,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06171/2023-08-17/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-17/bonsai_DI04.csv,TRUE,TRUE,raw_task_data_00/_iblrig_taskData.raw.jsonable,266,104,-22.53096101,-162
855,ZFM-06268,2023-08-17,NE,fb0d1483-df42-4b85-b299-ca93574fc58c,probe25,Region4G,3,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06268/2023-08-17/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-17/bonsai_DI03.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,568,567,-0.9389858489,-1
856,ZFM-06271,2023-08-17,NE,aca5341f-3fcd-4743-a02b-d108b584f8b7,probe26,Region4G,2,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06271/2023-08-17/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-17/bonsai_DI02.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,521,520,2.935308038,-1
857,ZFM-06272,2023-08-17,NE,03804e69-1924-47f4-8cb7-6312ab24305d,probe27,Region3G,2,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06272/2023-08-17/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-17/bonsai_DI12.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,441,440,-18.98379239,-1
858,ZFM-06272,2023-08-17,NE,03804e69-1924-47f4-8cb7-6312ab24305d,probe28,Region5G,2,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06272/2023-08-17/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-17/bonsai_DI12.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,441,440,-18.98379239,-1
859,ZFM-06275,2023-08-17,NE,3e38c877-e895-4374-ac41-73bf38864660,probe30,Region3G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-08-17/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-17/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,400,399,1.969707236,-1
860,ZFM-06275,2023-08-17,NE,3e38c877-e895-4374-ac41-73bf38864660,probe31,Region5G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-08-17/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-17/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,400,399,1.969707236,-1
861,ZFM-06305,2023-08-17,ACh,c92ca0dc-6922-4c32-8bec-52f93e17bfb0,probe32,Region3G,4,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-08-17/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-17/bonsai_DI14.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,403,402,1.177894508,-1
862,ZFM-06305,2023-08-17,ACh,c92ca0dc-6922-4c32-8bec-52f93e17bfb0,probe33,Region5G,4,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-08-17/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-17/bonsai_DI14.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,403,402,1.177894508,-1
863,ZFM-05248,2023-08-18,5HT,61073b6e-842e-440e-bf59-b3197065bfa1,probe23,Region4G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05248/2023-08-18/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-18/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,905,904,-2.43683198,-1
864,ZFM-06171,2023-08-18,NE,3b0199af-0546-42ea-8a5b-e2b1b0c05325,probe29,Region3G,4,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06171/2023-08-18/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-18/bonsai_DI14.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,197,196,-14.26758311,-1
865,ZFM-06268,2023-08-18,NE,d0192776-e890-4dc5-a24d-0312c66b239c,probe25,Region3G,3,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06268/2023-08-18/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-18/bonsai_DI03.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,659,658,-19.12929644,-1
866,ZFM-06271,2023-08-18,NE,21c5fdbc-1964-484f-8925-c71891610041,probe26,Region3G,2,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06271/2023-08-18/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-18/bonsai_DI02.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,658,658,-6.946467135,0
867,ZFM-06272,2023-08-18,NE,90585e8c-c2a9-4249-a836-2e00f876ee4c,probe27,Region4G,2,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06272/2023-08-18/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-18/bonsai_DI12.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,532,531,-11.02806554,-1
868,ZFM-06272,2023-08-18,NE,90585e8c-c2a9-4249-a836-2e00f876ee4c,probe28,Region5G,2,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06272/2023-08-18/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-18/bonsai_DI12.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,532,531,-11.02806554,-1
869,ZFM-06275,2023-08-18,NE,f3f8b291-e43e-442c-a5ec-53083bf4de4f,probe30,Region4G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-08-18/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-18/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,460,459,-4.774342044,-1
870,ZFM-06275,2023-08-18,NE,f3f8b291-e43e-442c-a5ec-53083bf4de4f,probe31,Region5G,3,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06275/2023-08-18/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-18/bonsai_DI13.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,460,459,-4.774342044,-1
871,ZFM-06305,2023-08-18,ACh,93d7e597-05bb-4d8f-93fc-58da4c5abda7,probe32,Region4G,4,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-08-18/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-18/bonsai_DI04.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,612,611,-5.792900122,-1
872,ZFM-06305,2023-08-18,ACh,93d7e597-05bb-4d8f-93fc-58da4c5abda7,probe33,Region5G,4,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-08-18/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-18/bonsai_DI04.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,612,611,-5.792900122,-1
873,ZFM-05248,2023-08-22,5HT,488cb758-888a-4664-bc8e-2e0624507ce4,probe23,Region3G,0,1,,/mnt/h0/kb/data/external_drive/2023-08-22/raw_photometry0.csv,,/mnt/h0/kb/data/external_drive/2023-08-22/bonsai_DI10.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,928,927,-18.10372383,-1
874,ZFM-06268,2023-08-22,NE,742d9c7a-9d44-4b43-92ed-625bab25bd9d,probe25,Region3G,2,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06268/2023-08-22/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-22/bonsai_DI02.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,441,440,-6.781150405,-1
875,ZFM-05235,2023-08-23,5HT,a196fce9-7eae-4c11-ae01-25a9aa59b593,probe20,Region3G,1,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05235/2023-08-23/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-23/bonsai_DI11.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,973,972,-4.21196213,-1
876,ZFM-06271,2023-08-23,NE,565d5eb0-3d6f-4452-aeeb-a7b18632a39d,probe26,Region3G,2,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06271/2023-08-23/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-23/bonsai_DI02.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,481,480,-8.679854882,-1
877,ZFM-06305,2023-08-23,ACh,a2f74a7f-1b6f-451f-aeda-4f8d3e7c8113,probe32,Region4G,4,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-08-23/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-23/bonsai_DI04.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1032,1031,12.67456019,-1
878,ZFM-06305,2023-08-23,ACh,a2f74a7f-1b6f-451f-aeda-4f8d3e7c8113,probe33,Region5G,4,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06305/2023-08-23/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-23/bonsai_DI04.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1032,1031,12.67456019,-1
879,ZFM-05235,2023-08-24,5HT,933765b5-1f4e-4877-b889-7cc87f6ddb64,probe20,Region3G,3,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-05235/2023-08-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-24/bonsai_DI03.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,800,799,-9.639017255,-1
880,ZFM-06268,2023-08-24,NE,fd54fd05-3a96-43cd-9967-a7f8500a888b,probe25,Region3G,2,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-06268/2023-08-24/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/2023-08-24/bonsai_DI02.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,419,418,-2.352391394,-1
