,subject,date,NM,eid,fiber,region,nph_file,nph_bnc,comment,photometry_path_a,photometry_path_b,digital_inputs_path,alyx_exists,taskData_exists,taskData_alfpath,n_timestamps_nph,n_timestamps_bpod,drift_ppm,timestamps_diff
107,ZFM-03059,2021-09-28,5HT,00dd4f06-6365-4f28-a961-b4085d7bbebc,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-28/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-28/DI0_M1_M4_TCW_S23_28Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,517,516,-3.932047436,-1
108,ZFM-03061,2021-09-28,5HT,0eb07488-aceb-4ae3-8959-f71770b0decb,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-28/DI1_M1_M4_TCW_S23_28Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,406,405,-1.072630054,-1
109,ZFM-03061,2021-09-28,5HT,0eb07488-aceb-4ae3-8959-f71770b0decb,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-28/DI1_M1_M4_TCW_S23_28Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,406,405,-1.072630054,-1
110,ZFM-03062,2021-09-28,5HT,1899aeec-2e05-4cae-bcb5-3b4c15c991cc,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-28/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-28/DI1_M3_M2_TCW_S23_28Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,713,712,0.1388238742,-1
111,ZFM-03065,2021-09-28,5HT,be987d37-5cd8-4e4f-8dc2-d8a452e84abb,probe03,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-28/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-28/DI0_M3_M2_TCW_S23_28Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,500,500,-14.00237247,0
112,ZFM-03059,2021-09-29,5HT,53cf11cf-030b-4f3d-b8cc-27c506c61e04,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-29/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-29/DI0_M1_M4_TCW_S24_29Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,627,626,-12.7560003,-1
113,ZFM-03061,2021-09-29,5HT,85914000-ae15-4886-9acb-3cec15c4c052,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-29/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-29/DI1_M1_M4_TCW_S24_29Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,545,544,-5.807746337,-1
114,ZFM-03061,2021-09-29,5HT,85914000-ae15-4886-9acb-3cec15c4c052,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-29/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-29/DI1_M1_M4_TCW_S24_29Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,545,544,-5.807746337,-1
115,ZFM-03062,2021-09-29,5HT,eda254d7-ff17-47fb-9641-bfd3afecb27f,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-29/003/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-29/DI1_M3_M2_TCW_S24_29Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,537,536,93.49134119,-1
116,ZFM-03059,2021-09-30,5HT,b357d763-464e-473e-a114-a1a0a6d4d610,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-30/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-30/DI0_M1_M4_TCW_S25_30Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,464,463,109.3024921,-1
117,ZFM-03061,2021-09-30,5HT,58754e26-f2b6-4633-b5ba-bbe0876c1fec,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-30/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-30/DI1_M1_M4_TCW_S25_30Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,461,461,-9.800050109,0
118,ZFM-03061,2021-09-30,5HT,58754e26-f2b6-4633-b5ba-bbe0876c1fec,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-30/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-30/DI1_M1_M4_TCW_S25_30Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,461,461,-9.800050109,0
119,ZFM-03062,2021-09-30,5HT,b3408c7b-7ea9-46af-bcaf-a42e5c13cfa5,probe02,Region1G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-30/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-30/DI1_M3_M2_TCW_S25_30Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,799,798,-7.354977497,-1
120,ZFM-03065,2021-09-30,5HT,e963b780-2d49-481b-9494-6af04ebce5eb,probe03,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-30/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-30/DI0_M3_M2_TCW_S25_30Sep2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,653,652,-20.18902584,-1
121,ZFM-03059,2021-10-01,5HT,5aae8e75-9750-454e-95af-ebead163606c,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-01/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-01/DI0_M1_M4_TCW_S26_01Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,929,928,1.7318389,-1
122,ZFM-03061,2021-10-01,5HT,ff7faea1-4b90-401d-9f16-2838b20db1a0,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-01/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-01/DI1_M1_M4_TCW_S26_01Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,696,695,-14.32238403,-1
123,ZFM-03061,2021-10-01,5HT,ff7faea1-4b90-401d-9f16-2838b20db1a0,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-01/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-01/DI1_M1_M4_TCW_S26_01Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,696,695,-14.32238403,-1
124,ZFM-03062,2021-10-01,5HT,8718a6b4-64a2-45a0-b3ae-40c197c7a3bf,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-01/003/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-01/DI1_M3_M2_TCW_S26_01Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,469,468,-11.05811767,-1
125,ZFM-03059,2021-10-04,5HT,a8108cf7-35c1-4a3a-b712-7b1cf4a8f75b,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-04/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-04/DI0_M1_M4_TCW_S27_04Oct2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,658,657,1.701549959,-1
126,ZFM-03061,2021-10-04,5HT,efeb393d-112a-4ea1-8bef-a4040efc6553,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-04/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-04/DI1_M1_M4_TCW_S27_04Oct2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,466,465,76.09908124,-1
127,ZFM-03061,2021-10-04,5HT,efeb393d-112a-4ea1-8bef-a4040efc6553,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-04/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-04/DI1_M1_M4_TCW_S27_04Oct2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,466,465,76.09908124,-1
128,ZFM-03062,2021-10-04,5HT,61a76e83-0b01-4b4a-a2eb-89cd1d2ffa0f,probe02,Region4G,,1,had to restart the task,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-04/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-04/DI1_M3_M2_TCW_S27_04Oct2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,601,600,43.82175436,-1
130,ZFM-03059,2021-10-05,5HT,b387dd2b-61c4-4e2f-9572-389d40f93fc3,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-05/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-05/DI0_M1_M4_TCW_S28_05Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,993,992,-8.704036872,-1
131,ZFM-03061,2021-10-05,5HT,5a1bc69f-4f66-4772-a2a4-285490915f42,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-05/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-05/DI1_M1_M4_TCW_S28_05Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,769,768,-14.98116502,-1
132,ZFM-03061,2021-10-05,5HT,5a1bc69f-4f66-4772-a2a4-285490915f42,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-05/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-05/DI1_M1_M4_TCW_S28_05Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,769,768,-14.98116502,-1
133,ZFM-03062,2021-10-05,5HT,a6fcb474-3ff3-4ce0-b96e-94fc365b4788,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-05/003/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-05/DI1_M3_M2_TCW_S28_05Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,795,794,41.47671025,-1
135,ZFM-03059,2021-10-07,5HT,46f4232d-eaed-4e99-9302-4a216c07fd29,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-07/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-07/DI0_M1_M4_TCW_S29_07Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,756,755,-10.33395933,-1
136,ZFM-03061,2021-10-07,5HT,9a66082a-44d6-4bba-b747-c3151cdabcd3,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-07/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-07/DI1_M1_M4_TCW_S29_07Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,682,681,-8.139831191,-1
137,ZFM-03061,2021-10-07,5HT,9a66082a-44d6-4bba-b747-c3151cdabcd3,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-07/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-07/DI1_M1_M4_TCW_S29_07Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,682,681,-8.139831191,-1
138,ZFM-03062,2021-10-07,5HT,9f34c914-63dc-402f-9684-2776885d6f80,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-07/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-07/DI1_M3_M2_TCW_S29_07Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,843,842,-11.94742745,-1
140,ZFM-03059,2021-10-08,5HT,7f3b9633-851a-47e5-b7f8-c92bbbb01cc5,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-08/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-08/DI0_M1_M4_TCW_S30_08Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,587,586,5.864509699,-1
141,ZFM-03061,2021-10-08,5HT,4e622a26-418d-4384-b354-64d453959365,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-08/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-08/DI1_M1_M4_TCW_S30_08Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1003,1002,2.403056538,-1
142,ZFM-03061,2021-10-08,5HT,4e622a26-418d-4384-b354-64d453959365,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-08/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-08/DI1_M1_M4_TCW_S30_08Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1003,1002,2.403056538,-1
143,ZFM-03059,2021-10-09,5HT,f6d846da-6a63-4c5a-9d32-f572ef565e4f,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-09/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-09/DI0_M1_M4_TCW_S31_09Oct2021_realM3M2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,48,1176,-53.38588974,1128
144,ZFM-03059,2021-10-11,5HT,8e90ac76-47c7-441b-b370-204a8002abd8,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-11/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-11/DI0_M1_M4_TCW_S32_11Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,634,633,0.3332837901,-1
145,ZFM-03061,2021-10-11,5HT,a0ceb181-addd-44a2-b0d3-7e5dc1789d54,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-11/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-11/DI1_M1_M4_TCW_S32_11Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,677,676,-3.689476435,-1
146,ZFM-03061,2021-10-11,5HT,a0ceb181-addd-44a2-b0d3-7e5dc1789d54,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-11/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-11/DI1_M1_M4_TCW_S32_11Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,677,676,-3.689476435,-1
147,ZFM-03062,2021-10-11,5HT,eabbc0e9-2c4d-4c44-a557-58c4277f6c66,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-11/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-11/DI1_M3_M2_TCW_S32_11Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,520,519,-16.69421797,-1
149,ZFM-03059,2021-10-12,5HT,b2f1186e-8c04-46c9-b4a7-e5e9785ff0ca,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-12/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-12/DI0_M1_M4_TCW_S33_12Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,912,911,-1.216733303,-1
150,ZFM-03061,2021-10-12,5HT,5ca239fe-e7aa-4a90-920c-bb54e6612ba4,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-12/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-12/DI1_M1_M4_TCW_S33_12Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,838,837,-0.9142853852,-1
151,ZFM-03061,2021-10-12,5HT,5ca239fe-e7aa-4a90-920c-bb54e6612ba4,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-12/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-12/DI1_M1_M4_TCW_S33_12Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,838,837,-0.9142853852,-1
152,ZFM-03062,2021-10-12,5HT,3bb2a363-6931-4cb8-bd1f-cf87161e834a,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-12/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-12/DI1_M3_M2_TCW_S33_12Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,564,564,-7.529239146,0
153,ZFM-03059,2021-10-13,5HT,42860da1-2565-4339-aa76-978d0314642a,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-13/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-13/DI0_M1_M4_TCW_S34_13Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,615,614,5.391893181,-1
154,ZFM-03061,2021-10-13,5HT,4df96f43-0f30-41dd-a166-b556da3db050,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-13/003/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-13/DI1_M1_M4_TCW_S34_13Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,494,493,-6.181397459,-1
155,ZFM-03061,2021-10-13,5HT,4df96f43-0f30-41dd-a166-b556da3db050,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-13/003/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-13/DI1_M1_M4_TCW_S34_13Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,494,493,-6.181397459,-1
156,ZFM-03062,2021-10-13,5HT,3213b233-37c7-4208-b411-0147fd8e3935,probe02,Region4G,,1,2 files; split session? ,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-13/005/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-13/DI1_M3_M2_TCW_S34_13Oct2021_2.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,299,298,-1.253654546,-1
157,ZFM-03059,2021-10-14,5HT,56e88910-7f1c-4d65-b720-85c9a770d6aa,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-14/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-14/DI0_M1_M4_TCW_S35_14Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,758,758,6.460558151,0
158,ZFM-03061,2021-10-14,5HT,9aac585c-4d5c-42d1-acac-0d9ab0ff4a9a,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-14/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-14/DI1_M1_M4_TCW_S35_14Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,776,775,-8.259604771,-1
159,ZFM-03061,2021-10-14,5HT,9aac585c-4d5c-42d1-acac-0d9ab0ff4a9a,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-14/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-14/DI1_M1_M4_TCW_S35_14Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,776,775,-8.259604771,-1
160,ZFM-03062,2021-10-14,5HT,7b45b0f5-b116-4084-89c9-b53968ed8544,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-14/002/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-14/DI1_M3_M2_TCW_S35_14Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,661,660,9.526123593,-1
161,ZFM-03059,2021-10-15,5HT,934798fb-006b-4cd4-a546-1b896aa4c212,probe01,Region1G,,0,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-15/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-15/DI0_M1_M4_TCW_S36_15Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1100,1099,-0.4473016676,-1
162,ZFM-03061,2021-10-15,5HT,af95e228-7c1c-4dfb-b006-2ee5de75945a,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-15/004/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-15/DI1_M1_M4_TCW_S36_15Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1116,1116,-10.40539079,0
163,ZFM-03061,2021-10-15,5HT,af95e228-7c1c-4dfb-b006-2ee5de75945a,probe05,Region6G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-15/004/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-15/DI1_M1_M4_TCW_S36_15Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,1116,1116,-10.40539079,0
164,ZFM-03062,2021-10-15,5HT,165551a2-11f6-445c-b16f-db6faa319bb6,probe02,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-15/004/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-15/DI1_M3_M2_TCW_S36_15Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,968,967,-10.10158436,-1
,ZFM-03059,2021-10-19,5HT,d6629588-d238-4433-ad46-8ab6feb4cd0a,probe01,Region1G,,0,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-19/PhotometryData_M1_M4_TCW_S37_19Oct2021.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-19/DI0_M1_M4_TCW_S37_19Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,304,159,5.289206583,-145
165,ZFM-03061,2021-10-19,5HT,9c06e82c-ca97-4cb6-9653-cc4dee3956a3,probe04,Region4G,,1,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-19/001/raw_photometry_data/raw_photometry.csv,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-10-19/DI1_M1_M4_TCW_S37_19Oct2021.csv,TRUE,TRUE,raw_behavior_data/_iblrig_taskData.raw.jsonable,535,534,-9.882971725,-1
