Unnamed: 0,subject,date,region,eid,fiber,added,BNC ,path
715,ZFM-03059,2021-09-01,Region1G,fd22820d-a2c2-4c06-b90e-f399344e1c0a,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-01/001/raw_photometry_data/raw_photometry.csv
812,ZFM-03061,2021-09-01,Region6G,5a7a0c65-f296-45e6-8a30-64c2e90f5047,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-01/001/raw_photometry_data/raw_photometry.csv
,ZFM-03062,2021-09-01,Region4G,27f7dd36-9a7c-4bbb-98ba-7d0c9efc9c6e,probe02,new,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-01/PhotometryData_M3_M2_TCW_S4_01Sep2021_2.csv
,ZFM-03065,2021-09-01,Region1G,386e3195-48c0-4e5a-8e87-63482a68b8d1,probe03,new,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/Sorted_Files/2021-09-01/PhotometryData_M3_M2_TCW_S4_01Sep2021_2.csv
140,ZFM-03062,2021-09-02,Region4G,a4d68a06-ffc3-43f3-ae1d-f4d05124ed22,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-02/001/raw_photometry_data/raw_photometry.csv
277,ZFM-03059,2021-09-02,Region1G,272c7a84-1f76-4305-a355-4e2149726a9d,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-02/001/raw_photometry_data/raw_photometry.csv
365,ZFM-03061,2021-09-02,Region6G,245e3c34-df59-49df-8644-19a41de2b5b1,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-02/001/raw_photometry_data/raw_photometry.csv
487,ZFM-03061,2021-09-02,Region4G,245e3c34-df59-49df-8644-19a41de2b5b1,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-02/001/raw_photometry_data/raw_photometry.csv
639,ZFM-03065,2021-09-02,Region1G,92bf91b5-75db-4e95-8623-fd32c615558f,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-02/001/raw_photometry_data/raw_photometry.csv
72,ZFM-03061,2021-09-03,Region4G,ac37db31-64f3-4558-a255-3f5c49154b9b,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-03/001/raw_photometry_data/raw_photometry.csv
316,ZFM-03059,2021-09-03,Region1G,e04536b2-b161-478e-af3a-d04bc1ab33ee,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-03/001/raw_photometry_data/raw_photometry.csv
643,ZFM-03061,2021-09-03,Region6G,ac37db31-64f3-4558-a255-3f5c49154b9b,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-03/001/raw_photometry_data/raw_photometry.csv
796,ZFM-03062,2021-09-03,Region4G,3f4e6cd3-e402-4de5-84c8-f0ebb9a93fe8,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-03/001/raw_photometry_data/raw_photometry.csv
816,ZFM-03065,2021-09-03,Region1G,48c4f78b-92f7-4ee2-b9c1-5f807197b5e9,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-03/001/raw_photometry_data/raw_photometry.csv
71,ZFM-03061,2021-09-06,Region6G,b0e8c029-4bc5-4eb5-99b9-9896164efaea,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-06/001/raw_photometry_data/raw_photometry.csv
203,ZFM-03059,2021-09-06,Region1G,9557f20a-e1ef-44d5-9859-20d1c3854175,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-06/001/raw_photometry_data/raw_photometry.csv
526,ZFM-03062,2021-09-06,Region4G,b1e38acd-f65f-4395-ae4f-8fee34ca40c9,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-06/001/raw_photometry_data/raw_photometry.csv
572,ZFM-03065,2021-09-06,Region1G,df775d7e-3890-4aa3-b7ef-0c6fe6f9abf8,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-06/001/raw_photometry_data/raw_photometry.csv
697,ZFM-03061,2021-09-06,Region4G,b0e8c029-4bc5-4eb5-99b9-9896164efaea,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-06/001/raw_photometry_data/raw_photometry.csv
,ZFM-03059,2021-09-07,Region1G,0006f59b-b214-432a-bfb8-bdf66e009c91,probe01,new,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S8_07Sep2021/PhotometryData_M1_TCW_S8_07Sep2021
,ZFM-03065,2021-09-07,Region1G,7c67fbd4-18c1-42f2-b989-8cbfde0d2374,probe03,new 2 photometry files,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S8_07Sep2021/PhotometryData_M3_M4_TCW_S8_07Sep2021
207,ZFM-03061,2021-09-07,Region6G,58861dac-4b4c-4f82-83fb-33d98d67df3a,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-07/001/raw_photometry_data/raw_photometry.csv
463,ZFM-03061,2021-09-07,Region4G,58861dac-4b4c-4f82-83fb-33d98d67df3a,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-07/001/raw_photometry_data/raw_photometry.csv
826,ZFM-03062,2021-09-07,Region4G,40909756-d0ce-4146-9588-249bf97f074b,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-07/003/raw_photometry_data/raw_photometry.csv
74,ZFM-03059,2021-09-08,Region1G,4edc1662-a165-48ef-a332-7172bfca71e7,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-08/002/raw_photometry_data/raw_photometry.csv
658,ZFM-03065,2021-09-08,Region1G,26d6c415-23b0-4c49-b73e-b6cf2693df4d,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-08/001/raw_photometry_data/raw_photometry.csv
765,ZFM-03061,2021-09-08,Region4G,c0695424-7477-4c43-8a28-9d9159ae7018,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-08/002/raw_photometry_data/raw_photometry.csv
790,ZFM-03061,2021-09-08,Region6G,c0695424-7477-4c43-8a28-9d9159ae7018,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-08/002/raw_photometry_data/raw_photometry.csv
835,ZFM-03062,2021-09-08,Region4G,e470c52d-25bc-4dac-9679-2dc0b7a3677f,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-08/001/raw_photometry_data/raw_photometry.csv
224,ZFM-03061,2021-09-09,Region6G,b056ded5-b123-47eb-a62a-620fd79b130d,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-09/003/raw_photometry_data/raw_photometry.csv
411,ZFM-03062,2021-09-09,Region4G,24f6c366-99b8-4206-94f1-35a2067ce384,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-09/001/raw_photometry_data/raw_photometry.csv
538,ZFM-03061,2021-09-09,Region4G,b056ded5-b123-47eb-a62a-620fd79b130d,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-09/003/raw_photometry_data/raw_photometry.csv
647,ZFM-03065,2021-09-09,Region1G,38c3ebde-c45d-442e-ac61-f42161cfc984,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-09/001/raw_photometry_data/raw_photometry.csv
767,ZFM-03059,2021-09-09,Region1G,dd549116-68a1-462d-90ef-f4e0ec5c69fc,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-09/003/raw_photometry_data/raw_photometry.csv
7,ZFM-03061,2021-09-10,Region6G,e8180709-33f2-4f1f-87a8-af597c9c7260,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-10/001/raw_photometry_data/raw_photometry.csv
78,ZFM-03065,2021-09-10,Region1G,32eaad6d-fd35-46e9-b7cb-22656d8e3375,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-10/001/raw_photometry_data/raw_photometry.csv
301,ZFM-03061,2021-09-10,Region4G,e8180709-33f2-4f1f-87a8-af597c9c7260,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-10/001/raw_photometry_data/raw_photometry.csv
403,ZFM-03059,2021-09-10,Region1G,68f894bf-2268-4773-aa8d-ac8ab168320e,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-10/001/raw_photometry_data/raw_photometry.csv
,ZFM-03062,2021-09-10,Region4G,f7bc369d-2408-4d23-a586-c58363b2a02b,probe02,new,,/mnt/h0/kb/data/external_drive/HCW_S2_23082021/TCW_S11_10Sep2021/PhotometryData_M3_M2_TCW_S11_10Sep2021.csv
195,ZFM-03059,2021-09-13,Region1G,e9bdcf2b-d0db-42f8-8dfe-3bb82711ff68,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-13/001/raw_photometry_data/raw_photometry.csv
438,ZFM-03062,2021-09-13,Region4G,035fa1d0-cc18-49fc-860f-044d57e4de25,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-13/001/raw_photometry_data/raw_photometry.csv
531,ZFM-03065,2021-09-13,Region1G,72e564aa-8416-48fb-a2b9-f9d23e6c7e4b,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-13/001/raw_photometry_data/raw_photometry.csv
746,ZFM-03061,2021-09-13,Region4G,54629413-fda5-4bbc-b88f-e8a30ccf9ba3,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-13/001/raw_photometry_data/raw_photometry.csv
820,ZFM-03061,2021-09-13,Region6G,54629413-fda5-4bbc-b88f-e8a30ccf9ba3,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-13/001/raw_photometry_data/raw_photometry.csv
154,ZFM-03061,2021-09-14,Region4G,39f5f80b-ac56-460c-a10b-a92e00cfd5e4,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-14/001/raw_photometry_data/raw_photometry.csv
233,ZFM-03059,2021-09-14,Region1G,f869242e-d1f9-4b7e-a83d-7c794ca6ebbe,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-14/001/raw_photometry_data/raw_photometry.csv
263,ZFM-03061,2021-09-14,Region6G,39f5f80b-ac56-460c-a10b-a92e00cfd5e4,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-14/001/raw_photometry_data/raw_photometry.csv
690,ZFM-03065,2021-09-14,Region1G,a44f72af-755f-4d58-b9bb-c5b345bcd788,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-14/001/raw_photometry_data/raw_photometry.csv
48,ZFM-03061,2021-09-15,Region6G,b1169c12-b9ab-4b7f-8731-32732dde116e,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-15/001/raw_photometry_data/raw_photometry.csv
235,ZFM-03062,2021-09-15,Region4G,619cbbfc-299a-4cdf-92ab-e81c9ef6fbfe,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-15/001/raw_photometry_data/raw_photometry.csv
340,ZFM-03061,2021-09-15,Region4G,b1169c12-b9ab-4b7f-8731-32732dde116e,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-15/001/raw_photometry_data/raw_photometry.csv
492,ZFM-03059,2021-09-15,Region1G,929662b6-4182-4ee7-8a50-ec788520c9e2,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-15/001/raw_photometry_data/raw_photometry.csv
681,ZFM-03065,2021-09-15,Region1G,4aaa7935-f74d-4797-a26d-598448328795,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-15/002/raw_photometry_data/raw_photometry.csv
159,ZFM-03061,2021-09-16,Region6G,a2fd41dd-fdc4-4fd7-af82-d683efe815b5,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-16/001/raw_photometry_data/raw_photometry.csv
418,ZFM-03061,2021-09-16,Region4G,a2fd41dd-fdc4-4fd7-af82-d683efe815b5,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-16/001/raw_photometry_data/raw_photometry.csv
482,ZFM-03062,2021-09-16,Region4G,64cda8cf-5a4b-4da0-b9d1-5757c9ad0d7f,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-16/001/raw_photometry_data/raw_photometry.csv
552,ZFM-03065,2021-09-16,Region1G,8d9a50bf-8ec7-41f6-a435-de88a6176b06,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-16/001/raw_photometry_data/raw_photometry.csv
762,ZFM-03059,2021-09-16,Region1G,db7b2ae8-4c68-4b3f-9851-9c87a3360569,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-16/001/raw_photometry_data/raw_photometry.csv
349,ZFM-03061,2021-09-17,Region4G,eb87e5ba-ecbd-4659-87ae-0ec6269cdc5f,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-17/001/raw_photometry_data/raw_photometry.csv
368,ZFM-03059,2021-09-17,Region1G,b7811cca-e73d-452c-bed5-a918cbee7aa5,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-17/001/raw_photometry_data/raw_photometry.csv
371,ZFM-03065,2021-09-17,Region1G,cfde85f3-e385-46e8-9068-ec7c1d6387d7,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-17/001/raw_photometry_data/raw_photometry.csv
667,ZFM-03061,2021-09-17,Region6G,eb87e5ba-ecbd-4659-87ae-0ec6269cdc5f,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-17/001/raw_photometry_data/raw_photometry.csv
817,ZFM-03062,2021-09-17,Region4G,a0eab3c3-e882-4e6d-912b-400563d506eb,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-17/001/raw_photometry_data/raw_photometry.csv
93,ZFM-03059,2021-09-20,Region1G,fb11c0f9-f93f-4803-9a67-371dfb56bdd8,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-20/001/raw_photometry_data/raw_photometry.csv
374,ZFM-03061,2021-09-20,Region6G,ba59b4de-cc3a-4983-b2d6-f7e809b478bb,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-20/001/raw_photometry_data/raw_photometry.csv
545,ZFM-03061,2021-09-20,Region4G,ba59b4de-cc3a-4983-b2d6-f7e809b478bb,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-20/001/raw_photometry_data/raw_photometry.csv
756,ZFM-03065,2021-09-20,Region1G,5d7c9434-3656-4d35-9388-c1b3105090cb,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-20/002/raw_photometry_data/raw_photometry.csv
840,ZFM-03062,2021-09-20,Region4G,fc54cee6-17cb-4c80-b347-a3d109890d1a,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-20/003/raw_photometry_data/raw_photometry.csv
5,ZFM-03059,2021-09-21,Region1G,e3d2b346-ebf3-492c-a0fa-997f464e47f8,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-21/001/raw_photometry_data/raw_photometry.csv
131,ZFM-03062,2021-09-21,Region4G,c4fddc77-29f7-4884-a2db-b71baca7f6be,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-21/001/raw_photometry_data/raw_photometry.csv
135,ZFM-03065,2021-09-21,Region1G,c3d7c3bb-31be-47b3-a5e2-ad8d1f0e8c99,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-21/001/raw_photometry_data/raw_photometry.csv
305,ZFM-03059,2021-09-22,Region1G,1311c222-8c0d-4a75-b786-5af429d2fa89,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-22/001/raw_photometry_data/raw_photometry.csv
359,ZFM-03061,2021-09-22,Region4G,8b934e5d-6853-46a7-aa13-7aaedc843313,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-22/001/raw_photometry_data/raw_photometry.csv
427,ZFM-03061,2021-09-22,Region6G,8b934e5d-6853-46a7-aa13-7aaedc843313,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-22/001/raw_photometry_data/raw_photometry.csv
740,ZFM-03062,2021-09-22,Region4G,9ab0b667-ca50-4cac-a262-d6a5d33d338f,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-22/001/raw_photometry_data/raw_photometry.csv
127,ZFM-03061,2021-09-23,Region4G,d61e88c8-3197-4164-9797-59fc1440602a,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-23/001/raw_photometry_data/raw_photometry.csv
311,ZFM-03059,2021-09-23,Region1G,b0dae33d-ce97-463d-b59d-f60243e03a18,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-23/002/raw_photometry_data/raw_photometry.csv
786,ZFM-03061,2021-09-23,Region6G,d61e88c8-3197-4164-9797-59fc1440602a,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-23/001/raw_photometry_data/raw_photometry.csv
185,ZFM-03061,2021-09-24,Region4G,8957b21f-3ed3-4536-98a0-0093851acb35,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-24/001/raw_photometry_data/raw_photometry.csv
341,ZFM-03059,2021-09-24,Region1G,4300bfb5-3668-4deb-8387-fa0b75c09fd1,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-24/001/raw_photometry_data/raw_photometry.csv
823,ZFM-03061,2021-09-24,Region6G,8957b21f-3ed3-4536-98a0-0093851acb35,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-24/001/raw_photometry_data/raw_photometry.csv
383,ZFM-03061,2021-09-27,Region6G,842d7f51-c0e1-4b0d-968e-7a0c25e06c5e,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-27/001/raw_photometry_data/raw_photometry.csv
544,ZFM-03059,2021-09-27,Region1G,1cff6fce-eefa-43f0-bea7-d0c8bbc1152a,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-27/001/raw_photometry_data/raw_photometry.csv
859,ZFM-03061,2021-09-27,Region4G,842d7f51-c0e1-4b0d-968e-7a0c25e06c5e,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-27/001/raw_photometry_data/raw_photometry.csv
36,ZFM-03059,2021-09-28,Region1G,00dd4f06-6365-4f28-a961-b4085d7bbebc,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-28/002/raw_photometry_data/raw_photometry.csv
62,ZFM-03062,2021-09-28,Region4G,1899aeec-2e05-4cae-bcb5-3b4c15c991cc,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-28/002/raw_photometry_data/raw_photometry.csv
130,ZFM-03065,2021-09-28,Region1G,be987d37-5cd8-4e4f-8dc2-d8a452e84abb,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-28/001/raw_photometry_data/raw_photometry.csv
264,ZFM-03061,2021-09-28,Region4G,0eb07488-aceb-4ae3-8959-f71770b0decb,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-28/001/raw_photometry_data/raw_photometry.csv
592,ZFM-03061,2021-09-28,Region6G,0eb07488-aceb-4ae3-8959-f71770b0decb,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-28/001/raw_photometry_data/raw_photometry.csv
419,ZFM-03062,2021-09-29,Region4G,eda254d7-ff17-47fb-9641-bfd3afecb27f,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-29/003/raw_photometry_data/raw_photometry.csv
479,ZFM-03059,2021-09-29,Region1G,53cf11cf-030b-4f3d-b8cc-27c506c61e04,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-29/001/raw_photometry_data/raw_photometry.csv
629,ZFM-03061,2021-09-29,Region4G,85914000-ae15-4886-9acb-3cec15c4c052,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-29/001/raw_photometry_data/raw_photometry.csv
858,ZFM-03061,2021-09-29,Region6G,85914000-ae15-4886-9acb-3cec15c4c052,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-29/001/raw_photometry_data/raw_photometry.csv
40,ZFM-03061,2021-09-30,Region6G,58754e26-f2b6-4633-b5ba-bbe0876c1fec,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-30/001/raw_photometry_data/raw_photometry.csv
354,ZFM-03061,2021-09-30,Region4G,58754e26-f2b6-4633-b5ba-bbe0876c1fec,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-09-30/001/raw_photometry_data/raw_photometry.csv
660,ZFM-03065,2021-09-30,Region1G,e963b780-2d49-481b-9494-6af04ebce5eb,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-09-30/001/raw_photometry_data/raw_photometry.csv
709,ZFM-03059,2021-09-30,Region1G,b357d763-464e-473e-a114-a1a0a6d4d610,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-09-30/001/raw_photometry_data/raw_photometry.csv
739,ZFM-03062,2021-09-30,Region1G,b3408c7b-7ea9-46af-bcaf-a42e5c13cfa5,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-09-30/001/raw_photometry_data/raw_photometry.csv
568,ZFM-03061,2021-10-01,Region6G,ff7faea1-4b90-401d-9f16-2838b20db1a0,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-01/001/raw_photometry_data/raw_photometry.csv
570,ZFM-03059,2021-10-01,Region1G,5aae8e75-9750-454e-95af-ebead163606c,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-01/002/raw_photometry_data/raw_photometry.csv
627,ZFM-03062,2021-10-01,Region4G,8718a6b4-64a2-45a0-b3ae-40c197c7a3bf,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-01/003/raw_photometry_data/raw_photometry.csv
797,ZFM-03061,2021-10-01,Region4G,ff7faea1-4b90-401d-9f16-2838b20db1a0,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-01/001/raw_photometry_data/raw_photometry.csv
23,ZFM-03059,2021-10-04,Region1G,a8108cf7-35c1-4a3a-b712-7b1cf4a8f75b,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-04/001/raw_photometry_data/raw_photometry.csv
41,ZFM-03065,2021-10-04,Region1G,71074743-162f-4fa9-a899-9e624d226887,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-10-04/001/raw_photometry_data/raw_photometry.csv
151,ZFM-03061,2021-10-04,Region4G,efeb393d-112a-4ea1-8bef-a4040efc6553,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-04/001/raw_photometry_data/raw_photometry.csv
391,ZFM-03061,2021-10-04,Region6G,efeb393d-112a-4ea1-8bef-a4040efc6553,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-04/001/raw_photometry_data/raw_photometry.csv
641,ZFM-03062,2021-10-04,Region4G,61a76e83-0b01-4b4a-a2eb-89cd1d2ffa0f,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-04/002/raw_photometry_data/raw_photometry.csv
202,ZFM-03062,2021-10-05,Region4G,a6fcb474-3ff3-4ce0-b96e-94fc365b4788,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-05/003/raw_photometry_data/raw_photometry.csv
389,ZFM-03059,2021-10-05,Region1G,b387dd2b-61c4-4e2f-9572-389d40f93fc3,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-05/002/raw_photometry_data/raw_photometry.csv
522,ZFM-03065,2021-10-05,Region1G,4ea40125-7240-47e6-ac35-bb59dc8ad86f,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-10-05/001/raw_photometry_data/raw_photometry.csv
710,ZFM-03061,2021-10-05,Region6G,5a1bc69f-4f66-4772-a2a4-285490915f42,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-05/001/raw_photometry_data/raw_photometry.csv
721,ZFM-03061,2021-10-05,Region4G,5a1bc69f-4f66-4772-a2a4-285490915f42,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-05/001/raw_photometry_data/raw_photometry.csv
117,ZFM-03061,2021-10-07,Region6G,9a66082a-44d6-4bba-b747-c3151cdabcd3,probe05,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-07/002/raw_photometry_data/raw_photometry.csv
138,ZFM-03061,2021-10-07,Region4G,9a66082a-44d6-4bba-b747-c3151cdabcd3,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-07/002/raw_photometry_data/raw_photometry.csv
499,ZFM-03062,2021-10-07,Region4G,9f34c914-63dc-402f-9684-2776885d6f80,probe02,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03062/2021-10-07/001/raw_photometry_data/raw_photometry.csv
707,ZFM-03059,2021-10-07,Region1G,46f4232d-eaed-4e99-9302-4a216c07fd29,probe01,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03059/2021-10-07/002/raw_photometry_data/raw_photometry.csv
853,ZFM-03065,2021-10-07,Region1G,9fcdc327-707f-4078-b2e3-f671dc30c5f4,probe03,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03065/2021-10-07/001/raw_photometry_data/raw_photometry.csv
137,ZFM-03061,2021-10-08,Region4G,4e622a26-418d-4384-b354-64d453959365,probe04,,,/mnt/h0/kb/data/one/mainenlab/Subjects/ZFM-03061/2021-10-08/001/raw_photometry_data/raw_photometry.csv
